NewtonCholesky with backtrack line search.

CUTEst problem................: PENALTY2
Number of variables...........: 200
Maximum problem iterations....: 1000
Maximum subproblem iterations.: 200
Maximum line search iterations: 1000
Time limit....................: 10 min

Total iterations........................: 1000
Subproblem iterations...................: 20600000
Line search iterations..................: 0
Number of objective function evaluations: 1000
Number of gradient evaluations..........: 1000
Number of hessian evaluations...........: 1000
Total time in seconds...................: 5.521670
Subproblem time in seconds..............: 4.123186
Line search time in seconds.............: 0.070700
How many times subproblem failed........: 0
How many times line search failed.......: 0

___________________________________________________________________________
iter    f(x*)            ‖∇f(x*)‖         alpha            ‖d‖            
175     4.711628e+13     2.246324e+06     1.000000e+00     4.830407e-01   
176     4.711628e+13     2.177841e+06     1.000000e+00     1.695829e-02   
177     4.711628e+13     2.177762e+06     1.000000e+00     4.828956e-01   
178     4.711628e+13     2.110786e+06     1.000000e+00     1.710337e-02   
179     4.711628e+13     2.110708e+06     1.000000e+00     4.827480e-01   
180     4.711628e+13     2.045218e+06     1.000000e+00     1.725095e-02   
181     4.711628e+13     2.045140e+06     1.000000e+00     4.825977e-01   
182     4.711628e+13     1.981116e+06     1.000000e+00     1.740110e-02   
183     4.711628e+13     1.981039e+06     1.000000e+00     4.824449e-01   
184     4.711628e+13     1.918462e+06     1.000000e+00     1.755389e-02   
185     4.711628e+13     1.918384e+06     1.000000e+00     4.822893e-01   
186     4.711628e+13     1.857234e+06     1.000000e+00     1.770939e-02   
187     4.711628e+13     1.857157e+06     1.000000e+00     4.821310e-01   
188     4.711628e+13     1.797414e+06     1.000000e+00     1.786767e-02   
189     4.711628e+13     1.797337e+06     1.000000e+00     4.819697e-01   
190     4.711628e+13     1.738981e+06     1.000000e+00     1.802881e-02   
191     4.711628e+13     1.738905e+06     1.000000e+00     4.818056e-01   
192     4.711628e+13     1.681917e+06     1.000000e+00     1.819289e-02   
193     4.711628e+13     1.681842e+06     1.000000e+00     4.816384e-01   
194     4.711628e+13     1.626202e+06     1.000000e+00     1.835998e-02   
195     4.711628e+13     1.626127e+06     1.000000e+00     4.814681e-01   
196     4.711628e+13     1.571816e+06     1.000000e+00     1.853017e-02   
197     4.711628e+13     1.571741e+06     1.000000e+00     4.812947e-01   
